in-rho_O,in-rho_O2,in-Th,in-Tv,in-t,out-Y_O,out-Y_O2,out-Th,out-Tv
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.7674290603E-06,9.3338913097E-02,9.0666108690E-01,2.7006819984E+03,2.7001344287E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.8151034509E-06,9.3331960961E-02,9.0666803904E-01,2.7008025181E+03,2.7002551552E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.8632545854E-06,9.3324941773E-02,9.0667505823E-01,2.7009241998E+03,2.7003770457E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.9118872313E-06,9.3317854912E-02,9.0668214509E-01,2.7010470543E+03,2.7005001110E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.9610062036E-06,9.3310699749E-02,9.0668930025E-01,2.7011710924E+03,2.7006243620E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.0106163656E-06,9.3303475652E-02,9.0669652435E-01,2.7012963252E+03,2.7007498096E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.0607226293E-06,9.3296181985E-02,9.0670381802E-01,2.7014227635E+03,2.7008764648E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.1113299556E-06,9.3288818104E-02,9.0671118190E-01,2.7015504186E+03,2.7010043390E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.1624433551E-06,9.3281383360E-02,9.0671861664E-01,2.7016793017E+03,2.7011334431E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.2140678887E-06,9.3273877100E-02,9.0672612290E-01,2.7018094241E+03,2.7012637888E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.2662086676E-06,9.3266298666E-02,9.0673370133E-01,2.7019407973E+03,2.7013953873E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.3188708542E-06,9.3258647391E-02,9.0674135261E-01,2.7020734326E+03,2.7015282501E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.3720596628E-06,9.3250922606E-02,9.0674907739E-01,2.7022073419E+03,2.7016623890E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.4257803594E-06,9.3243123635E-02,9.0675687637E-01,2.7023425367E+03,2.7017978157E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.4800382630E-06,9.3235249796E-02,9.0676475020E-01,2.7024790288E+03,2.7019345419E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.5348387456E-06,9.3227300403E-02,9.0677269960E-01,2.7026168301E+03,2.7020725795E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.5901872331E-06,9.3219274762E-02,9.0678072524E-01,2.7027559527E+03,2.7022119407E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.6460892054E-06,9.3211172175E-02,9.0678882783E-01,2.7028964087E+03,2.7023526375E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.7025501975E-06,9.3202991939E-02,9.0679700806E-01,2.7030382101E+03,2.7024946821E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.7595757994E-06,9.3194733342E-02,9.0680526666E-01,2.7031813694E+03,2.7026380868E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.8171716574E-06,9.3186395669E-02,9.0681360433E-01,2.7033258989E+03,2.7027828641E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.8753434740E-06,9.3177978200E-02,9.0682202180E-01,2.7034718111E+03,2.7029290264E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.9340970088E-06,9.3169480206E-02,9.0683051979E-01,2.7036191186E+03,2.7030765864E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.9934380788E-06,9.3160900953E-02,9.0683909905E-01,2.7037678341E+03,2.7032255567E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.0533725596E-06,9.3152239703E-02,9.0684776030E-01,2.7039179703E+03,2.7033759503E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.1139063852E-06,9.3143495711E-02,9.0685650429E-01,2.7040695403E+03,2.7035277800E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.1750455491E-06,9.3134668225E-02,9.0686533178E-01,2.7042225569E+03,2.7036810589E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.2367961046E-06,9.3125756488E-02,9.0687424351E-01,2.7043770334E+03,2.7038358001E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.2991641656E-06,9.3116759736E-02,9.0688324026E-01,2.7045329829E+03,2.7039920168E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.3621559073E-06,9.3107677201E-02,9.0689232280E-01,2.7046904187E+03,2.7041497224E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.4257775663E-06,9.3098508106E-02,9.0690149189E-01,2.7048493543E+03,2.7043089303E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.4900354420E-06,9.3089251670E-02,9.0691074833E-01,2.7050098031E+03,2.7044696540E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.5549358964E-06,9.3079907106E-02,9.0692009289E-01,2.7051717789E+03,2.7046319073E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.6204853554E-06,9.3070473618E-02,9.0692952638E-01,2.7053352954E+03,2.7047957039E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.6866903089E-06,9.3060950407E-02,9.0693904959E-01,2.7055003664E+03,2.7049610577E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.7535573120E-06,9.3051336666E-02,9.0694866333E-01,2.7056670059E+03,2.7051279826E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.8210929852E-06,9.3041631583E-02,9.0695836842E-01,2.7058352280E+03,2.7052964928E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.8893040150E-06,9.3031834337E-02,9.0696816566E-01,2.7060050468E+03,2.7054666024E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.9581971551E-06,9.3021944104E-02,9.0697805590E-01,2.7061764766E+03,2.7056383258E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.0277792267E-06,9.3011960051E-02,9.0698803995E-01,2.7063495319E+03,2.7058116774E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.0980571190E-06,9.3001881341E-02,9.0699811866E-01,2.7065242271E+03,2.7059866718E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.1690377902E-06,9.2991707127E-02,9.0700829287E-01,2.7067005769E+03,2.7061633235E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.2407282681E-06,9.2981436559E-02,9.0701856344E-01,2.7068785960E+03,2.7063416473E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.3131356507E-06,9.2971068779E-02,9.0702893122E-01,2.7070582992E+03,2.7065216582E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.3862671073E-06,9.2960602922E-02,9.0703939708E-01,2.7072397015E+03,2.7067033710E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.4601298783E-06,9.2950038118E-02,9.0704996188E-01,2.7074228180E+03,2.7068868010E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.5347312771E-06,9.2939373490E-02,9.0706062651E-01,2.7076076638E+03,2.7070719632E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.6100786899E-06,9.2928608152E-02,9.0707139185E-01,2.7077942543E+03,2.7072588730E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.6861795768E-06,9.2917741214E-02,9.0708225879E-01,2.7079826049E+03,2.7074475459E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.7630414725E-06,9.2906771779E-02,9.0709322822E-01,2.7081727310E+03,2.7076379975E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.8406719873E-06,9.2895698944E-02,9.0710430106E-01,2.7083646485E+03,2.7078302433E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.9190788071E-06,9.2884521796E-02,9.0711547820E-01,2.7085583729E+03,2.7080242992E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.9982696952E-06,9.2873239418E-02,9.0712676058E-01,2.7087539201E+03,2.7082201811E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.0782524922E-06,9.2861850887E-02,9.0713814911E-01,2.7089513063E+03,2.7084179049E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.1590351171E-06,9.2850355271E-02,9.0714964473E-01,2.7091505475E+03,2.7086174869E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.2406255683E-06,9.2838751631E-02,9.0716124837E-01,2.7093516598E+03,2.7088189433E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.3230319239E-06,9.2827039026E-02,9.0717296097E-01,2.7095546597E+03,2.7090222904E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.4062623432E-06,9.2815216501E-02,9.0718478350E-01,2.7097595636E+03,2.7092275448E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.4903250666E-06,9.2803283099E-02,9.0719671690E-01,2.7099663881E+03,2.7094347230E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.5752284173E-06,9.2791237855E-02,9.0720876215E-01,2.7101751498E+03,2.7096438418E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.6609808015E-06,9.2779079796E-02,9.0722092020E-01,2.7103858657E+03,2.7098549180E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.7475907095E-06,9.2766807944E-02,9.0723319206E-01,2.7105985526E+03,2.7100679686E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.8350667166E-06,9.2754421314E-02,9.0724557869E-01,2.7108132276E+03,2.7102830106E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.9234174837E-06,9.2741918911E-02,9.0725808109E-01,2.7110299079E+03,2.7105000614E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.0126517586E-06,9.2729299736E-02,9.0727070026E-01,2.7112486107E+03,2.7107191380E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.1027783762E-06,9.2716562782E-02,9.0728343722E-01,2.7114693534E+03,2.7109402582E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.1938062599E-06,9.2703707037E-02,9.0729629296E-01,2.7116921537E+03,2.7111634393E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.2857444225E-06,9.2690731479E-02,9.0730926852E-01,2.7119170291E+03,2.7113886991E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.3786019667E-06,9.2677635081E-02,9.0732236492E-01,2.7121439975E+03,2.7116160554E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.4723880864E-06,9.2664416807E-02,9.0733558319E-01,2.7123730767E+03,2.7118455261E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.5671120673E-06,9.2651075616E-02,9.0734892438E-01,2.7126042847E+03,2.7120771293E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.6627832879E-06,9.2637610460E-02,9.0736238954E-01,2.7128376397E+03,2.7123108831E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.7594112208E-06,9.2624020283E-02,9.0737597972E-01,2.7130731600E+03,2.7125468057E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.8570054330E-06,9.2610304022E-02,9.0738969598E-01,2.7133108638E+03,2.7127849157E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.9555755873E-06,9.2596460606E-02,9.0740353939E-01,2.7135507698E+03,2.7130252316E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0055131443E-05,9.2582488960E-02,9.0741751104E-01,2.7137928965E+03,2.7132677719E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0155682858E-05,9.2568387999E-02,9.0743161200E-01,2.7140372626E+03,2.7135125555E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0257239786E-05,9.2554156633E-02,9.0744584337E-01,2.7142838871E+03,2.7137596013E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0359812284E-05,9.2539793763E-02,9.0746020624E-01,2.7145327890E+03,2.7140089283E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0463410507E-05,9.2525298285E-02,9.0747470172E-01,2.7147839872E+03,2.7142605556E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0568044712E-05,9.2510669086E-02,9.0748933091E-01,2.7150375011E+03,2.7145145024E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0673725259E-05,9.2495905048E-02,9.0750409495E-01,2.7152933500E+03,2.7147707883E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0780462612E-05,9.2481005043E-02,9.0751899496E-01,2.7155515534E+03,2.7150294326E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0888267338E-05,9.2465967941E-02,9.0753403206E-01,2.7158121308E+03,2.7152904549E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0997150111E-05,9.2450792599E-02,9.0754920740E-01,2.7160751021E+03,2.7155538751E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1107121712E-05,9.2435477871E-02,9.0756452213E-01,2.7163404869E+03,2.7158197130E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1218193030E-05,9.2420022602E-02,9.0757997740E-01,2.7166083052E+03,2.7160879886E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1330375060E-05,9.2404425632E-02,9.0759557437E-01,2.7168785772E+03,2.7163587220E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1443678910E-05,9.2388685793E-02,9.0761131421E-01,2.7171513229E+03,2.7166319333E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1558115799E-05,9.2372801910E-02,9.0762719809E-01,2.7174265628E+03,2.7169076430E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1673697057E-05,9.2356772799E-02,9.0764322720E-01,2.7177043173E+03,2.7171858715E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1790434128E-05,9.2340597274E-02,9.0765940273E-01,2.7179846068E+03,2.7174666394E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1908338569E-05,9.2324274138E-02,9.0767572586E-01,2.7182674521E+03,2.7177499673E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2027422055E-05,9.2307802188E-02,9.0769219781E-01,2.7185528739E+03,2.7180358762E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2147696375E-05,9.2291180215E-02,9.0770881978E-01,2.7188408931E+03,2.7183243869E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2269173439E-05,9.2274407004E-02,9.0772559300E-01,2.7191315308E+03,2.7186155205E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2391865274E-05,9.2257481329E-02,9.0774251867E-01,2.7194248081E+03,2.7189092982E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2515784026E-05,9.2240401963E-02,9.0775959804E-01,2.7197207462E+03,2.7192057412E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2640941967E-05,9.2223167668E-02,9.0777683233E-01,2.7200193666E+03,2.7195048710E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2767351486E-05,9.2205777202E-02,9.0779422280E-01,2.7203206906E+03,2.7198067090E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2895025101E-05,9.2188229314E-02,9.0781177069E-01,2.7206247398E+03,2.7201112769E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3023975452E-05,9.2170522749E-02,9.0782947725E-01,2.7209315361E+03,2.7204185965E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3154215307E-05,9.2152656242E-02,9.0784734376E-01,2.7212411011E+03,2.7207286895E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3285757560E-05,9.2134628526E-02,9.0786537147E-01,2.7215534569E+03,2.7210415780E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3418615235E-05,9.2116438323E-02,9.0788356168E-01,2.7218686254E+03,2.7213572840E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3552801488E-05,9.2098084351E-02,9.0790191565E-01,2.7221866288E+03,2.7216758297E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3688329603E-05,9.2079565322E-02,9.0792043468E-01,2.7225074894E+03,2.7219972375E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3825212999E-05,9.2060879941E-02,9.0793912006E-01,2.7228312296E+03,2.7223215296E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3963465229E-05,9.2042026906E-02,9.0795797309E-01,2.7231578717E+03,2.7226487288E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.4103099981E-05,9.2023004910E-02,9.0797699509E-01,2.7234874385E+03,2.7229788574E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.4244131081E-05,9.2003812640E-02,9.0799618736E-01,2.7238199525E+03,2.7233119384E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.4386572492E-05,9.1984448774E-02,9.0801555123E-01,2.7241554366E+03,2.7236479944E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.4530438316E-05,9.1964911989E-02,9.0803508801E-01,2.7244939137E+03,2.7239870485E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.4675742800E-05,9.1945200951E-02,9.0805479905E-01,2.7248354067E+03,2.7243291236E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.4822500328E-05,9.1925314324E-02,9.0807468568E-01,2.7251799387E+03,2.7246742429E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.4970725431E-05,9.1905250764E-02,9.0809474924E-01,2.7255275330E+03,2.7250224297E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.5120432785E-05,9.1885008923E-02,9.0811499108E-01,2.7258782128E+03,2.7253737072E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.5271637213E-05,9.1864587445E-02,9.0813541255E-01,2.7262320015E+03,2.7257280990E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.5424353685E-05,9.1843984971E-02,9.0815601503E-01,2.7265889226E+03,2.7260856284E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.5578597322E-05,9.1823200135E-02,9.0817679987E-01,2.7269489997E+03,2.7264463191E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.5734383395E-05,9.1802231565E-02,9.0819776843E-01,2.7273122564E+03,2.7268101948E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.5891727329E-05,9.1781077887E-02,9.0821892211E-01,2.7276787164E+03,2.7271772794E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.6050644703E-05,9.1759737717E-02,9.0824026228E-01,2.7280484037E+03,2.7275475966E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.6211151250E-05,9.1738209672E-02,9.0826179033E-01,2.7284213421E+03,2.7279211706E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.6373262862E-05,9.1716492357E-02,9.0828350764E-01,2.7287975556E+03,2.7282980252E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.6536995591E-05,9.1694584378E-02,9.0830541562E-01,2.7291770684E+03,2.7286781846E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.6702365647E-05,9.1672484333E-02,9.0832751567E-01,2.7295599046E+03,2.7290616732E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.6869389403E-05,9.1650190818E-02,9.0834980918E-01,2.7299460885E+03,2.7294485150E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.7038083397E-05,9.1627702421E-02,9.0837229758E-01,2.7303356444E+03,2.7298387346E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.7208464331E-05,9.1605017729E-02,9.0839498227E-01,2.7307285966E+03,2.7302323564E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.7380549074E-05,9.1582135323E-02,9.0841786468E-01,2.7311249697E+03,2.7306294048E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.7554354665E-05,9.1559053779E-02,9.0844094622E-01,2.7315247882E+03,2.7310299044E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.7729898312E-05,9.1535771674E-02,9.0846422833E-01,2.7319280767E+03,2.7314338800E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.7907197395E-05,9.1512287573E-02,9.0848771243E-01,2.7323348598E+03,2.7318413562E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.8086269469E-05,9.1488600045E-02,9.0851139995E-01,2.7327451624E+03,2.7322523578E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.8267132264E-05,9.1464707652E-02,9.0853529235E-01,2.7331590092E+03,2.7326669096E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.8449803686E-05,9.1440608951E-02,9.0855939105E-01,2.7335764249E+03,2.7330850365E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.8634301823E-05,9.1416302501E-02,9.0858369750E-01,2.7339974347E+03,2.7335067635E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.8820644941E-05,9.1391786852E-02,9.0860821315E-01,2.7344220633E+03,2.7339321155E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.9008851491E-05,9.1367060555E-02,9.0863293944E-01,2.7348503358E+03,2.7343611177E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.9198940106E-05,9.1342122158E-02,9.0865787784E-01,2.7352822773E+03,2.7347937950E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.9390929607E-05,9.1316970204E-02,9.0868302980E-01,2.7357179127E+03,2.7352301726E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.9584839003E-05,9.1291603237E-02,9.0870839676E-01,2.7361572673E+03,2.7356702757E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.9780687493E-05,9.1266019797E-02,9.0873398020E-01,2.7366003662E+03,2.7361141295E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.9978494468E-05,9.1240218422E-02,9.0875978158E-01,2.7370472346E+03,2.7365617592E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.0178279512E-05,9.1214197649E-02,9.0878580235E-01,2.7374978976E+03,2.7370131900E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.0380062407E-05,9.1187956014E-02,9.0881204399E-01,2.7379523806E+03,2.7374684473E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.0583863132E-05,9.1161492049E-02,9.0883850795E-01,2.7384107088E+03,2.7379275564E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.0789701863E-05,9.1134804288E-02,9.0886519571E-01,2.7388729074E+03,2.7383905425E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.0997598981E-05,9.1107891263E-02,9.0889210874E-01,2.7393390017E+03,2.7388574310E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.1207575071E-05,9.1080751504E-02,9.0891924850E-01,2.7398090171E+03,2.7393282473E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.1419650922E-05,9.1053383544E-02,9.0894661646E-01,2.7402829789E+03,2.7398030167E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.1633847531E-05,9.1025785913E-02,9.0897421409E-01,2.7407609123E+03,2.7402817645E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.1850186107E-05,9.0997957142E-02,9.0900204286E-01,2.7412428426E+03,2.7407645161E+03
